City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
611,Altamira,BR,89.69,few clouds,-3.2033,-52.2064,Requinte Hotel
612,Almenara,BR,85.78,light rain,-16.1836,-40.6944,Pousada Estância
613,Monrovia,LR,82.17,scattered clouds,6.3005,-10.7969,Sunset Inn
614,San-Pedro,CI,77.05,scattered clouds,4.7485,-6.6363,Hotel Maria
615,Lakatoro,VU,75.87,scattered clouds,-16.0999,167.4164,Lakatoro Palm Lodge
620,Languyan,PH,79.03,overcast clouds,5.2618,120.0807,
624,Basna,IN,78.64,light rain,21.2833,82.8167,Hotel Grand Alfa [BASNA]
625,Toda,JP,83.05,clear sky,35.8094,139.6925,Toyoko INN Saitamatoda Koen Ekinishiguchi
629,Pandan,PH,79.03,overcast clouds,14.0453,124.1694,Bonifacio Lodge
630,Griffith,US,82.15,scattered clouds,41.5284,-87.4237,Apartment above Depot Bar
632,Barra,BR,85.93,clear sky,-11.0894,-43.1417,Pousada Bahia
633,Vanimo,PG,76.68,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
635,Dullewala,PK,89.51,overcast clouds,31.8359,71.4362,Sajid fruit shop
636,Bow Island,CA,75.61,clear sky,49.8668,-111.3684,Silver Sage Motel
637,Zhanaozen,KZ,84.63,clear sky,43.3,52.8,K.korabay 28A
638,Monaragala,LK,76.33,overcast clouds,6.8714,81.3487,Silanrich Hotel
640,Cislau,RO,77.56,scattered clouds,45.25,26.3667,Motel 2D
642,Penzance,GB,70.77,broken clouds,50.1186,-5.5371,Artist Residence Penzance
643,Roma,US,77.72,overcast clouds,43.2128,-75.4557,Wingate By Wyndham Rome
644,Witu,KE,73.35,broken clouds,-2.3889,40.4382,
647,Portland,US,84.87,overcast clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
649,Glens Falls,US,79.11,overcast clouds,43.3095,-73.644,Super 8 by Wyndham Queensbury Glens Falls/Lake George Area
651,Praia Da Vitoria,PT,73.76,scattered clouds,38.7333,-27.0667,Hotel Branco I
652,Colares,PT,87.1,clear sky,38.7992,-9.4469,Arribas Sintra Hotel
653,Korla,CN,77.95,clear sky,41.7597,86.1469,Gulisitan Hotel
660,Siloam Springs,US,81.25,scattered clouds,36.1881,-94.5405,Cherokee Hotel & Casino West Siloam Springs
664,Wanning,CN,79.56,broken clouds,18.8003,110.3967,Paradise Hotel
666,Mwinilunga,ZM,70.81,scattered clouds,-11.7358,24.4293,Kwakuwahi Lodge
667,Hildesheim,DE,80.15,light rain,52.1508,9.9511,Lindemann Hotel
670,Aden,YE,88.21,overcast clouds,12.7794,45.0367,Sama Emirate Hotel
671,Besuki,ID,78.39,few clouds,-7.7338,113.6979,Pak Pri House
673,Natal,BR,86.22,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
674,Dobson,US,81.18,scattered clouds,36.3957,-80.7226,
676,Japura,ID,74.25,clear sky,-0.3167,102.35,Rumah mbah Jamah
677,Luba,GQ,76.48,light rain,3.4568,8.5547,
678,Dumai,ID,74.89,broken clouds,1.6833,101.45,Grand Zuri Dumai
679,Edea,CM,75.63,light rain,3.8,10.1333,Micotel Hotel
681,Doctor Arroyo,MX,75.42,scattered clouds,23.6667,-100.1833,Hotel Plaza
682,Esmeraldas,BR,86.11,scattered clouds,-19.7625,-44.3139,Forasteiro Pousada
683,Kawalu,ID,71.78,overcast clouds,-7.3817,108.2082,West Jontor
684,Navadwip,IN,89.4,moderate rain,23.4167,88.3667,Conch Building
